id,highway,cycleway,name,surface,geometry
way/14471014,residential,track,Nieritzweg,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2512141, 52.4155369], [13.2513154, 52.4155482], [13.2531833, 52.4157092], [13.2539181, 52.4157735], [13.2543455, 52.4158109], [13.2546342, 52.4158353], [13.2554484, 52.4159058], [13.255726, 52.4159267], [13.2574681, 52.4160582], [13.2576494, 52.4160727], [13.2584136, 52.4161356], [13.2589647, 52.4161893], [13.2593928, 52.4162254], [13.2601513, 52.4162831], [13.2603251, 52.4162983], [13.2604035, 52.4163064], [13.26053, 52.4163195], [13.2610513, 52.4163691], [13.2612012, 52.4163834], [13.2615348, 52.4164138], [13.2617336, 52.4164318], [13.2619256, 52.4164494], [13.262811, 52.41653], [13.2634603, 52.4165892], [13.2636494, 52.4166064], [13.2637485, 52.4166154], [13.2638144, 52.4166211], [13.2639837, 52.416638], [13.2641977, 52.4166576], [13.2654112, 52.4167542], [13.2654427, 52.4167567], [13.2656305, 52.4167714]]}"
way/15092891,living_street,no,Prinzregentenstraße,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.3332602, 52.4819631], [13.3332612, 52.4818299], [13.3332625, 52.4817973], [13.3332678, 52.4816888], [13.3333006, 52.481609], [13.3333165, 52.4815328]]}"
way/15092892,living_street,no,Prinzregentenstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3333165, 52.4815328], [13.333313, 52.4814224], [13.3333086, 52.4813344], [13.3332969, 52.4812454], [13.3332831, 52.4811643], [13.3332352, 52.4809607], [13.3331683, 52.4807026]]}"
way/15564871,secondary,track,Olympische Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2532371, 52.5159006], [13.2540433, 52.5159732]]}"
way/16279880,residential,opposite,Wulkower Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5596043, 52.4965715], [13.5595911, 52.4963566], [13.5595397, 52.4956252], [13.5595365, 52.4955776], [13.5595115, 52.4952091]]}"
way/16806095,residential,opposite,Reichenberger Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4177571, 52.4992434], [13.4177047, 52.4992621], [13.4176629, 52.4992742], [13.4176517, 52.4992775], [13.4175905, 52.4992956], [13.4169867, 52.4994742], [13.4167918, 52.4995322], [13.4166806, 52.4995553]]}"
way/16885071,tertiary,no,Maximiliankorso,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2698759, 52.631443], [13.2698891, 52.6314793], [13.2699049, 52.6315118], [13.2699539, 52.6315482], [13.2700277, 52.6315638], [13.2700726, 52.6315736], [13.2703046, 52.6316252], [13.2704783, 52.631675], [13.2707823, 52.631781], [13.2709963, 52.631865]]}"
way/17505595,residential,opposite,Dernburgstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2837733, 52.5065088], [13.2837134, 52.5063989], [13.283709, 52.5063908]]}"
way/19183059,secondary,separate,Mierendorffplatz,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3048416, 52.5257041], [13.3047424, 52.5257019], [13.3045843, 52.5256951], [13.3044231, 52.5256824], [13.3042102, 52.5256559], [13.3039104, 52.5256092], [13.303776, 52.5255945]]}"
way/19793085,pedestrian,no,Greenwichpromenade,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2727832, 52.5892236], [13.2726042, 52.5893096]]}"
way/19794870,tertiary,track,Tautenburger Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3487195, 52.4226732], [13.3487595, 52.4226183], [13.3488496, 52.4224939], [13.3489556, 52.4223626], [13.3490318, 52.422265], [13.3491542, 52.422105], [13.3492022, 52.4220422]]}"
way/19898258,secondary,no,Daumstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2319274, 52.5443535], [13.2319155, 52.5445527], [13.2319017, 52.5446278], [13.2318463, 52.5447726], [13.23175, 52.545024], [13.231679, 52.5451946]]}"
way/19898262,residential,no,Haselhorster Damm,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2368382, 52.5468068], [13.2369398, 52.5468333], [13.2370492, 52.5468644]]}"
way/19898264,residential,opposite,Lüdenscheider Weg,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2368382, 52.5468068], [13.2361447, 52.5466154], [13.2360506, 52.5465894], [13.2360103, 52.5465767], [13.2357213, 52.5464883], [13.2354896, 52.5464156], [13.2354082, 52.54639], [13.2349034, 52.5462221], [13.2348778, 52.5462126], [13.2348209, 52.5461914], [13.2343533, 52.546006], [13.2342796, 52.5459768], [13.2339224, 52.545818], [13.2337257, 52.5457335], [13.2333408, 52.5455568], [13.2331413, 52.5454954], [13.2320342, 52.5451546], [13.2319195, 52.5451195]]}"
way/20554204,residential,opposite,Genossenschaftsstraße,sett,"{""type"": ""LineString"", ""coordinates"": [[13.5438515, 52.4407448], [13.5443054, 52.4403572], [13.5449339, 52.4398169], [13.5459918, 52.438905], [13.5464786, 52.4384825], [13.5469817, 52.438047]]}"
way/20554335,residential,opposite,Gemeinschaftsstraße,sett,"{""type"": ""LineString"", ""coordinates"": [[13.5444594, 52.4410126], [13.5444002, 52.4410011], [13.544192, 52.4409054]]}"
way/20554351,residential,opposite,Helbigstraße,sett,"{""type"": ""LineString"", ""coordinates"": [[13.5481315, 52.4379168], [13.5480555, 52.4379814], [13.5477296, 52.4382545]]}"
way/21864578,residential,opposite,Friedrichsruher Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2990042, 52.4879467], [13.2991059, 52.4881259], [13.2990689, 52.4882667]]}"
way/22096317,residential,no,Chopinstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.465737, 52.5463208], [13.4658894, 52.5462862], [13.4666166, 52.5462859], [13.4667817, 52.5463038]]}"
way/22733226,tertiary,no,Karl-Marx-Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2251887, 52.420901], [13.2251639, 52.4209788], [13.2251554, 52.4210088]]}"
way/22907583,tertiary,track,Am Bahnhof Spandau,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.1949182, 52.5346476], [13.1948425, 52.5344749], [13.1948337, 52.5344548], [13.1947551, 52.5342666], [13.1945932, 52.5338894], [13.1945763, 52.5338487], [13.194539, 52.5337509]]}"
way/22907584,tertiary,track,Am Bahnhof Spandau,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.1949182, 52.5346476], [13.1951752, 52.5352461]]}"
way/22955144,tertiary,track,Am Postfenn,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2284306, 52.506681], [13.228444, 52.5065984], [13.2284511, 52.5065485], [13.2284525, 52.5065388], [13.2284797, 52.5063648]]}"
way/23029978,secondary,track,Neuendorfer Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2062602, 52.5428609], [13.2063464, 52.5430598], [13.2063764, 52.5431016], [13.206557, 52.5433773]]}"
way/23044098,secondary,no,Falckensteinstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4444751, 52.5007737], [13.4445313, 52.5008008], [13.4445786, 52.5008331], [13.4446208, 52.5008723], [13.4446577, 52.5009464], [13.4446869, 52.5009932], [13.4447221, 52.5010246], [13.4447586, 52.5010451], [13.4448728, 52.5011088]]}"
way/23044562,tertiary,track,Ludwigsfelder Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2455894, 52.4216073], [13.2456643, 52.4215576], [13.2458909, 52.4213954], [13.2461653, 52.4211582]]}"
way/23109074,residential,track,Fabeckstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2894522, 52.4568351], [13.289399, 52.4568812], [13.2892432, 52.4570234], [13.2891672, 52.4570816]]}"
way/23109081,secondary,track,Kronprinzessinnenweg,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.1867442, 52.4262049], [13.1867521, 52.4260718], [13.1867253, 52.4259276], [13.1866774, 52.4257692], [13.1865738, 52.4256002], [13.1864595, 52.4254566], [13.186342, 52.4253396], [13.1862029, 52.4252266], [13.1859757, 52.4250524], [13.1859131, 52.4250045], [13.1855938, 52.4247719], [13.1855039, 52.4247119], [13.1853301, 52.4245957], [13.1851188, 52.4244628], [13.1841479, 52.4239866], [13.1836864, 52.4237647]]}"
way/23109088,residential,track,Langenscheidtstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3620615, 52.4893726], [13.362127, 52.4893331], [13.3626114, 52.4890423], [13.3626547, 52.4890163], [13.362751, 52.4889585]]}"
way/23111279,tertiary,track,Ziekowstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2916239, 52.5945538], [13.2916247, 52.5945729]]}"
way/23243508,secondary,track,Ruppiner Chaussee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2396229, 52.6190361], [13.2393645, 52.6192515], [13.2392368, 52.6193393], [13.2391681, 52.6193852], [13.2390957, 52.6194252], [13.2389602, 52.6195037], [13.2388909, 52.6195441], [13.2385846, 52.6197168], [13.2381695, 52.619937], [13.2376557, 52.6201968], [13.2373194, 52.6203705], [13.2371598, 52.620451], [13.236927, 52.6205734], [13.236697, 52.6206889], [13.2362827, 52.6209013], [13.2358882, 52.6211066], [13.2358566, 52.6211249], [13.235774, 52.6211728], [13.2357232, 52.6212052], [13.2349102, 52.6217519], [13.2347866, 52.6218351], [13.2344959, 52.6220335], [13.2340449, 52.6223401], [13.233803, 52.6225015], [13.2333316, 52.6228211], [13.2328907, 52.6231195], [13.2325027, 52.623381], [13.2319982, 52.6237225], [13.2316085, 52.6239803], [13.2312391, 52.6242099], [13.2309227, 52.6244041]]}"
way/23248190,residential,opposite,Friedbergstraße,sett,"{""type"": ""LineString"", ""coordinates"": [[13.2980984, 52.5049438], [13.298016, 52.5048691], [13.2964351, 52.5044953]]}"
way/23369196,footway,no,Siegfried-Baruch-Weg,sett,"{""type"": ""LineString"", ""coordinates"": [[13.3691841, 52.5833134], [13.3706539, 52.5836261]]}"
way/23389940,residential,no,Kanalstraße,concrete,"{""type"": ""LineString"", ""coordinates"": [[13.2434524, 52.5451302], [13.2430134, 52.5451007], [13.2429062, 52.5450936], [13.2419011, 52.5450262], [13.2417826, 52.5450182], [13.2413016, 52.544986]]}"
way/23389942,residential,no,Saatwinkler Damm,sett,"{""type"": ""LineString"", ""coordinates"": [[13.2374264, 52.546339], [13.2380926, 52.5465075], [13.2385209, 52.5465907], [13.2388068, 52.5466406], [13.2390634, 52.5466737], [13.2395212, 52.5467164], [13.2404545, 52.5467674], [13.2409054, 52.5467951]]}"
way/23389943,residential,no,Haselhorster Damm,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.237214, 52.546287], [13.2373179, 52.5463124], [13.2374264, 52.546339]]}"
way/23409834,residential,track,Askanierring,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.1963062, 52.5423675], [13.1964746, 52.5420959], [13.1966581, 52.5419186], [13.1967712, 52.5418917], [13.1968842, 52.5418803], [13.1968966, 52.5418788], [13.1970679, 52.5418583]]}"
way/23485319,tertiary,lane,Uhlandstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3234984, 52.4930627], [13.3234045, 52.4925347], [13.3233137, 52.4920247]]}"
way/23626963,tertiary,separate,Hohenzollernring,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.1958072, 52.5551921], [13.196016, 52.5551227], [13.1960959, 52.555107], [13.1962193, 52.5550894], [13.19666, 52.5551219], [13.1972295, 52.5551756], [13.1972875, 52.5551807], [13.1979797, 52.5552419], [13.1983864, 52.5553066]]}"
way/23720975,secondary,separate,Kaiserin-Augusta-Allee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3068966, 52.5257198], [13.306901, 52.5257198], [13.3080321, 52.525725], [13.3090004, 52.5257294], [13.3094958, 52.5257316], [13.3096722, 52.5257324], [13.3097499, 52.5257313], [13.3098765, 52.5257333], [13.3099334, 52.5257335], [13.310036, 52.5257339], [13.310121, 52.5257354], [13.3102747, 52.5257367], [13.3117676, 52.5257597], [13.3118369, 52.5257608], [13.3119906, 52.5257605], [13.3120436, 52.5257605], [13.3128238, 52.5257606], [13.3135317, 52.5257606], [13.3137518, 52.5257617]]}"
way/23722559,tertiary,track,Heckerdamm,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2911988, 52.5397422], [13.2913525, 52.5397379], [13.2914545, 52.5397351], [13.2916124, 52.5397307], [13.2938814, 52.5396673], [13.2942941, 52.5396557], [13.2946458, 52.5396459], [13.29471, 52.5396441], [13.294717, 52.5396431], [13.2947738, 52.5396409], [13.2948929, 52.5396362]]}"
way/23738640,secondary,separate,Kaiser-Wilhelm-Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3445701, 52.4355898], [13.3440234, 52.435276], [13.3439631, 52.4352402], [13.3437894, 52.435141], [13.3433275, 52.434876], [13.342794, 52.4345782], [13.3427413, 52.4345486], [13.3425654, 52.4344519], [13.3424737, 52.4344014], [13.3424231, 52.4343723], [13.342261, 52.4342789], [13.3419102, 52.4340797], [13.341862, 52.4340519], [13.3414782, 52.4338305], [13.3412859, 52.4337211], [13.3411754, 52.4336586], [13.340571, 52.4333163], [13.3400157, 52.4330023], [13.3397742, 52.4328659], [13.3392314, 52.4325573], [13.3389484, 52.4323978], [13.3388834, 52.4323599], [13.3386745, 52.4322382], [13.3384998, 52.43214], [13.3382756, 52.4320124], [13.338225, 52.4319835], [13.3381415, 52.4319358]]}"
way/23752796,residential,no,Bayerischer Platz,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.339684, 52.4896158], [13.3396056, 52.4896018], [13.3395312, 52.489583], [13.3393826, 52.4895267], [13.3393308, 52.4894982], [13.3392236, 52.4894395], [13.3392035, 52.4894063], [13.339172, 52.489311], [13.3391646, 52.4891967], [13.3391837, 52.4891286], [13.3392567, 52.4888689], [13.3393004, 52.4887134]]}"
way/23859376,residential,track,Neuköllnische Allee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.472995, 52.4610906], [13.4734561, 52.4608352], [13.4739938, 52.4605361], [13.4741465, 52.4604641]]}"
way/23895876,residential,no,Kretzerzeile,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.1588808, 52.5266584], [13.1594352, 52.5252023], [13.1594504, 52.5251478]]}"
way/23895877,residential,no,Pietschweg,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.157406, 52.5264436], [13.1578475, 52.5252047], [13.1578325, 52.525151]]}"
way/23984497,secondary,no,Straße vor Schönholz,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3801991, 52.5749899], [13.3803595, 52.5748559], [13.3805694, 52.5746693], [13.380646, 52.5746011], [13.3806592, 52.5745899], [13.3807719, 52.5744943]]}"
way/23984498,secondary,no,Straße vor Schönholz,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3808433, 52.5744337], [13.3809524, 52.5743546], [13.3810024, 52.5743127], [13.3810245, 52.5742965], [13.38213, 52.5734309], [13.3822176, 52.5733682]]}"
way/23984624,tertiary,track,Klemkestraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3764519, 52.5748647], [13.3777567, 52.5748969]]}"
way/24033646,secondary,separate,Alt-Gatow,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.1803698, 52.4894262], [13.1803915, 52.4893662], [13.1804626, 52.4892065], [13.1806918, 52.4888268], [13.1807056, 52.4888039], [13.1807359, 52.4887606], [13.1810875, 52.4882615], [13.1817661, 52.4873713], [13.1821269, 52.4868986], [13.1821794, 52.486821], [13.1823322, 52.486595], [13.1825057, 52.4863384], [13.182539, 52.4862914], [13.1825557, 52.4862664], [13.1826419, 52.4861373]]}"
way/24035332,residential,opposite,Mauerstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2035696, 52.5349331], [13.2034379, 52.5350468], [13.2030179, 52.5353942]]}"
way/24040660,tertiary,track,Seegefelder Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.1693993, 52.5413756], [13.1704208, 52.5411801], [13.1716212, 52.5409284], [13.1719385, 52.5408619], [13.1727013, 52.5406974], [13.173322, 52.5405371], [13.173928, 52.5403784], [13.174615, 52.5401985]]}"
way/24043614,primary,track,Roedernallee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3402142, 52.5876776], [13.3403575, 52.5875029], [13.3405137, 52.5872933]]}"
way/24166493,tertiary,no,Dammweg,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4786428, 52.4775421], [13.4788144, 52.4776311]]}"
way/24214694,secondary,track,Wegedornstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5268517, 52.4282029], [13.5268378, 52.4281021], [13.5268136, 52.4279458], [13.5267715, 52.4276197], [13.5266936, 52.4270529]]}"
way/24348053,residential,lane,Schirwindter Allee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2283653, 52.5070274], [13.2283764, 52.5069731], [13.2283844, 52.5069339], [13.2284092, 52.5068111]]}"
way/24389261,residential,opposite,Wattstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2665756, 52.536789], [13.2665808, 52.5368898], [13.2666283, 52.537821]]}"
way/24461851,residential,opposite,Deidesheimer Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3157129, 52.4750825], [13.3176796, 52.4747241], [13.3200354, 52.4743366], [13.3200886, 52.4743319], [13.320184, 52.4743234]]}"
way/24509318,residential,opposite,Kleine Kurstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4009529, 52.511696], [13.4009897, 52.5117287], [13.4010172, 52.5117532], [13.4015292, 52.5122086], [13.401594, 52.5122663]]}"
way/24566419,tertiary,track,Messedamm,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2719148, 52.4985318], [13.2719403, 52.4985667], [13.2719711, 52.4986098], [13.2720005, 52.4986422], [13.2720271, 52.4986687], [13.2720815, 52.4987229]]}"
way/24583469,residential,track,Müggellandstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.6568009, 52.4151323], [13.6568439, 52.4151634], [13.6572616, 52.4154388], [13.6576248, 52.4156834], [13.6577772, 52.415786], [13.6578859, 52.4158592], [13.6581668, 52.4160465], [13.6583666, 52.4161864], [13.6596504, 52.4170506], [13.6599756, 52.4172635], [13.660189, 52.4173642], [13.6602627, 52.417392], [13.6603897, 52.4174399], [13.6604871, 52.4174656], [13.6605855, 52.4174915], [13.6608803, 52.4175576], [13.6613577, 52.4175813]]}"
way/24619223,tertiary,track,Leibnizstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3150276, 52.5143228], [13.3150208, 52.5142348], [13.3150164, 52.5142111], [13.314994, 52.5140311]]}"
way/24654535,secondary,track,Gotzkowskybrücke,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.329441, 52.5227017], [13.3287667, 52.5224226]]}"
way/24678549,secondary,track,Helmholtzstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3287667, 52.5224226], [13.3287346, 52.5224096], [13.3285362, 52.5223292]]}"
way/24719451,residential,track,Am Dachsbau,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.2317179, 52.6126513], [13.2317046, 52.6126015], [13.2313489, 52.6114201], [13.2313265, 52.6113584]]}"
way/24753702,tertiary,track,Afrikanische Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3422695, 52.547484], [13.3421906, 52.5475504], [13.3414305, 52.5482031], [13.3409673, 52.5486019], [13.3406535, 52.5488716], [13.3399352, 52.5495572]]}"
way/24845400,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3172385, 52.5122674], [13.3172172, 52.5123773], [13.3172071, 52.5124552]]}"
way/24851760,primary,track,Knobelsdorffstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2868032, 52.5129689], [13.286881, 52.5129743]]}"
way/24896152,secondary,track,Malteserstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3618509, 52.4151964], [13.3618205, 52.4152904], [13.3618039, 52.4153349], [13.3617729, 52.4154097], [13.3617208, 52.4155363], [13.361703, 52.4155804], [13.3616866, 52.4156219], [13.3616717, 52.4156596], [13.3616538, 52.4157013]]}"
way/24918428,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4451052, 52.4523201], [13.4450874, 52.4523776], [13.4450755, 52.4524209]]}"
way/24961509,tertiary,separate,Wiesbadener Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3255062, 52.4715522], [13.3259911, 52.4715491], [13.3268095, 52.4715438], [13.3269718, 52.4715428], [13.3271446, 52.4715417], [13.3275184, 52.4715393]]}"
way/24975244,residential,opposite,Lindenufer,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2057028, 52.5355053], [13.2054497, 52.5354187]]}"
way/24985959,residential,no,Uhlandstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3660397, 52.5923973], [13.3661304, 52.5926146]]}"
way/24986658,residential,track,Obentrautstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3798394, 52.4973652], [13.3800049, 52.4973584], [13.3800326, 52.4973553], [13.380452, 52.4973002], [13.3808397, 52.4972468], [13.3810817, 52.4972134], [13.3812552, 52.4971895], [13.3817088, 52.497127], [13.3817663, 52.4971191], [13.382206, 52.4970575], [13.3825219, 52.4970133], [13.3825556, 52.4970086], [13.382637, 52.4969973], [13.3831257, 52.4969293], [13.3832075, 52.4969178], [13.3832626, 52.4969102], [13.38362, 52.4968604], [13.3836723, 52.4968531], [13.383885, 52.4968235], [13.3842896, 52.4967672]]}"
way/25121299,primary,share_busway,Potsdamer Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3606331, 52.4908986], [13.3606392, 52.490908], [13.3606921, 52.4909922], [13.3607312, 52.4910647], [13.3607457, 52.4911086], [13.3607554, 52.4911506], [13.3607593, 52.4911835]]}"
way/25121300,primary,track,Potsdamer Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3662456, 52.5037439], [13.366139, 52.5036053], [13.3661297, 52.5035947], [13.3660475, 52.5035011]]}"
way/25151918,residential,track,Gotenstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3602093, 52.4793551], [13.3601946, 52.4789768]]}"
way/25151919,residential,track,Gotenstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3601888, 52.4788023], [13.360184, 52.478695], [13.3601808, 52.4783069], [13.3601766, 52.4776704], [13.3601747, 52.4773646]]}"
way/25152250,residential,track,Gotenstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3602417, 52.4797711], [13.3602392, 52.4796757], [13.360232, 52.4796068], [13.3602093, 52.4793551]]}"
way/25152447,residential,opposite,Leuthener Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3612589, 52.4813925], [13.3606206, 52.4813989], [13.3603989, 52.4814006]]}"
way/25199872,secondary,track,Altensteinstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2954764, 52.4506353], [13.2956193, 52.4508091], [13.2956827, 52.4508832], [13.2957646, 52.4509742], [13.2958325, 52.4510541], [13.2959154, 52.4511421], [13.2959659, 52.4511925], [13.296005, 52.451228], [13.2961972, 52.451411]]}"
way/25205077,tertiary,separate,Badensche Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3308429, 52.4861303], [13.330956, 52.4861234], [13.3311108, 52.4861139], [13.3312357, 52.4861062]]}"
way/25205078,tertiary,separate,Badensche Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3353901, 52.4858938], [13.3357662, 52.485878], [13.3363318, 52.4858499], [13.3367665, 52.4858199], [13.3367788, 52.4858193]]}"
way/25219762,secondary,separate,Kaiserin-Augusta-Allee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3204048, 52.5258392], [13.3204701, 52.525839], [13.3206531, 52.5258375], [13.3209053, 52.5258304], [13.3211709, 52.5258002], [13.32127, 52.5257887], [13.3213779, 52.5257752], [13.322397, 52.5256477], [13.3228133, 52.5255962], [13.3231977, 52.5255486], [13.323289, 52.5255373], [13.3233182, 52.525532], [13.3239168, 52.5254238], [13.3240072, 52.5254029], [13.3244213, 52.5253071], [13.3247033, 52.5252323], [13.3250176, 52.5251544], [13.3257379, 52.5249691], [13.3258608, 52.524932], [13.3260393, 52.5248782], [13.3263966, 52.5247471], [13.3269125, 52.5245579], [13.3272686, 52.5244243], [13.3273219, 52.5244065], [13.3274738, 52.5243527]]}"
way/25219763,secondary,separate,Kaiserin-Augusta-Brücke,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3150426, 52.5257791], [13.3157034, 52.5257844]]}"
way/25219764,secondary,separate,Kaiserin-Augusta-Brücke,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3157034, 52.5257844], [13.3158268, 52.5257854]]}"
way/25305306,residential,no,Lünette,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2361445, 52.5480756], [13.2352556, 52.5478493], [13.2350091, 52.5477814], [13.2347863, 52.547702], [13.234738, 52.5476848], [13.2345596, 52.547638], [13.2342502, 52.5475569], [13.2340629, 52.5475102], [13.2335805, 52.5473813], [13.233514, 52.5473751], [13.2332623, 52.5473105], [13.2330367, 52.5472525], [13.2329735, 52.5472378], [13.2328374, 52.547197], [13.2327311, 52.5471715], [13.232407, 52.547078]]}"
way/25356480,tertiary,lane,Lindenstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5646061, 52.4853979], [13.5647357, 52.4853619], [13.5648019, 52.4853431]]}"
way/25376353,tertiary,track,Loeperplatz,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4795606, 52.52046], [13.4796444, 52.5204858], [13.4797241, 52.520513], [13.4797772, 52.5205311], [13.4799377, 52.520589], [13.4800353, 52.5206242], [13.4803001, 52.5207048]]}"
way/25415339,residential,track,Halker Zeile,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3940573, 52.4111108], [13.3940036, 52.4111605], [13.3938573, 52.4112956], [13.3932029, 52.4119003], [13.3930885, 52.4120505], [13.3928507, 52.4124283]]}"
way/25439803,residential,opposite,Heinickeweg,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.284427, 52.5381916], [13.2844254, 52.5382533], [13.2844187, 52.5385049], [13.2844092, 52.5388671], [13.2844295, 52.5391861], [13.2844776, 52.5396212], [13.2844866, 52.5396592], [13.284585, 52.5400037], [13.2847076, 52.5403367], [13.2847341, 52.5404058]]}"
way/25475257,path,sidepath,N/A,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.2955914, 52.5398517], [13.2964099, 52.5414065], [13.2973138, 52.5430556], [13.2974474, 52.543305], [13.2975407, 52.543441], [13.297741, 52.5436797], [13.2977945, 52.5437435], [13.2982003, 52.5441919], [13.2985376, 52.5445272], [13.298586, 52.5445932], [13.2986226, 52.54466], [13.2986592, 52.5447888], [13.298735, 52.5450337], [13.2987546, 52.5451705], [13.2987587, 52.5453451], [13.2992621, 52.5459764], [13.2996356, 52.546356], [13.2997761, 52.5464648], [13.299925, 52.5465421], [13.3001543, 52.5466351], [13.3004475, 52.5467039]]}"
way/25500703,secondary,track,Prinzenallee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3865364, 52.5590745], [13.3866391, 52.5591959], [13.3867116, 52.5592815], [13.3868327, 52.5594246]]}"
way/25508122,residential,opposite,Markelstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3233517, 52.4645471], [13.3248493, 52.4640091]]}"
